system time,timestamp,eat_drink,activity
2022-04-07 17:10:22.367355,19.0,0.8956310679611651,0
2022-04-07 17:10:24.218892,19.5,0.8837279902853673,0
2022-04-07 17:10:26.123061,20.0,0.9594594594594594,0
2022-04-07 17:10:28.124504,20.5,0.9863013698630136,0
2022-04-07 17:10:30.021214,21.0,0.9863013698630136,0
2022-04-07 17:10:31.945459,21.5,0.9861111111111112,0
2022-04-07 17:10:33.827244,22.0,0.7423295454545454,0
2022-04-07 17:10:35.718521,22.5,0.93704979642969,0
2022-04-07 17:10:37.595658,23.0,0.9215253703120075,0
2022-04-07 17:10:39.472982,23.5,0.9003783102143758,0
2022-04-07 17:10:41.365746,24.0,0.9555555555555556,0
2022-04-07 17:10:43.263635,24.5,0.9639175257731959,0
2022-04-07 17:10:45.153808,25.0,0.9855072463768116,0
2022-04-07 17:10:47.076801,25.5,0.9777777777777777,0
2022-04-07 17:10:50.093862,26.0,0.7924472197442759,0
