timestamp,file,eat,drink
,,,
22:05:13,,1,0
,,,
22:05:14,,1,0
,,,
22:05:16,,1,0
,,,
22:05:17,,1,0
,,,
22:05:18,,1,0
,,,
22:05:19,,0,0
,,,
22:05:20,,0,0
,,,
22:05:21,,0,1
,,,
22:05:22,,0,1
,,,
22:05:23,,0,1
,,,
22:05:24,,0,1
,,,
22:05:25,,0,1
,,,
22:05:26,,0,1
,,,
22:05:28,,0,1
,,,
22:05:29,,1,0
,,,
22:05:30,,1,0
